hashed_uid,date,pam_score_mean,pam_n_responses,frac_stationary,n_activity_readings,dark_hours,conversation_hours,n_gps_readings,mean_accuracy,km_from_campus,n_deadlines,has_deadline,is_weekend,day_of_week
04e98184146d8c31,2013-04-28,10.0,5.0,0.9558841352563324,8251.0,5.748055555555556,2.3180555555555555,72.0,25.4585,0.2273880738302209,0.0,0.0,1,Sunday
04e98184146d8c31,2013-04-29,7.333333333333333,3.0,0.9431495868787768,8109.0,8.828611111111112,6.155833333333334,70.0,27.278042857142857,0.2301340182493188,0.0,0.0,0,Monday
04e98184146d8c31,2013-05-01,8.6,5.0,0.9398148148148148,8208.0,14.975833333333334,5.799166666666666,71.0,29.38005633802817,0.2281162078450044,0.0,0.0,0,Wednesday
04e98184146d8c31,2013-05-02,10.2,5.0,0.9252730883813308,8056.0,14.334722222222222,5.531666666666666,67.0,28.380402985074628,0.2252035115621943,0.0,0.0,0,Thursday
04e98184146d8c31,2013-05-03,10.0,4.0,0.9195502810743286,8005.0,8.548055555555555,4.906944444444445,69.0,28.467188405797103,0.222614686244272,2.0,1.0,0,Friday
04e98184146d8c31,2013-05-04,11.5,2.0,0.9886206896551724,5800.0,8.508055555555556,1.8994444444444445,51.0,24.916274509803923,0.2281965055445061,0.0,0.0,1,Saturday
04e98184146d8c31,2013-05-05,13.0,2.0,0.9917166866746698,8330.0,5.3375,4.3175,72.0,25.800958333333337,0.228668745164861,0.0,0.0,1,Sunday
04e98184146d8c31,2013-05-06,6.0,1.0,0.9677104910442306,8207.0,10.965277777777777,8.746944444444445,70.0,25.85767142857143,0.2267448836237864,0.0,0.0,0,Monday
04e98184146d8c31,2013-05-07,14.333333333333334,3.0,0.9441871801121132,8206.0,13.182222222222222,5.449722222222222,72.0,27.101277777777774,0.2279974682737592,1.0,1.0,0,Tuesday
04e98184146d8c31,2013-05-08,15.0,1.0,0.9671292914536158,8214.0,19.53,3.616388888888889,70.0,25.201457142857144,0.2283157620675255,1.0,1.0,0,Wednesday
04e98184146d8c31,2013-05-09,9.5,2.0,0.9844278126508932,8284.0,4.775277777777777,3.793055555555555,72.0,26.69661111111111,0.2259893931209989,0.0,0.0,0,Thursday
04e98184146d8c31,2013-05-10,11.0,2.0,0.9677302393038434,8274.0,8.397777777777778,3.594444444444445,67.0,26.41455223880597,0.2254117624319909,1.0,1.0,0,Friday
04e98184146d8c31,2013-05-11,12.0,1.0,0.973534743202417,8275.0,6.886944444444444,3.8741666666666665,71.0,27.268859154929576,0.2211194966708923,0.0,0.0,1,Saturday
04e98184146d8c31,2013-05-12,6.0,1.0,0.9981994958588404,8331.0,8.202777777777778,3.3775,72.0,25.26215277777778,0.2224238265920944,0.0,0.0,1,Sunday
04e98184146d8c31,2013-05-13,15.0,1.0,0.9875844944130224,7249.0,10.845555555555556,4.121111111111111,64.0,23.94784375,0.2222732303874363,1.0,1.0,0,Monday
04e98184146d8c31,2013-05-14,3.0,1.0,0.9489522417153996,8208.0,4.102222222222222,2.6130555555555555,71.0,27.484478873239436,0.2213612106640136,0.0,0.0,0,Tuesday
04e98184146d8c31,2013-05-15,9.333333333333334,3.0,0.9415031469825992,8103.0,15.502777777777776,7.241111111111112,72.0,26.966,0.2198362379549938,0.0,0.0,0,Wednesday
04e98184146d8c31,2013-05-16,11.0,1.0,0.9868277945619336,8275.0,10.283055555555556,3.553611111111111,72.0,26.688666666666663,0.2205082222917845,0.0,0.0,0,Thursday
04e98184146d8c31,2013-05-17,9.0,1.0,0.9775768535262206,8295.0,16.74388888888889,2.338333333333334,72.0,25.748472222222222,0.2288454983747,1.0,1.0,0,Friday
04e98184146d8c31,2013-05-18,11.0,2.0,0.966682879377432,8224.0,5.215,5.213611111111111,70.0,24.8249,0.2263210183152078,0.0,0.0,1,Saturday
04e98184146d8c31,2013-05-20,6.0,1.0,0.9519015659955258,8046.0,18.111944444444447,5.503888888888889,70.0,24.596642857142857,0.2287700145930181,0.0,0.0,0,Monday
04e98184146d8c31,2013-05-21,5.0,1.0,0.9663291448090764,8197.0,6.8630555555555555,4.618611111111111,70.0,26.0418,0.2276212917257363,0.0,0.0,0,Tuesday
04e98184146d8c31,2013-05-22,8.0,1.0,0.9629629629629628,8208.0,16.378333333333334,6.8677777777777775,70.0,26.56388571428571,0.2276245416752054,0.0,0.0,0,Wednesday
04e98184146d8c31,2013-05-26,1.0,1.0,0.9551431731596411,8137.0,4.244166666666667,4.8436111111111115,70.0,25.48822857142857,0.2278627472105414,0.0,0.0,1,Sunday
04e98184146d8c31,2013-05-27,12.0,1.0,0.9343691401017948,7466.0,2.415277777777778,8.196944444444444,67.0,30.246940298507464,0.156508546553169,0.0,0.0,0,Monday
04e98184146d8c31,2013-05-31,13.0,2.0,0.9619152583884398,8166.0,1.86,3.5372222222222223,69.0,26.232739130434783,0.2246721192931392,0.0,0.0,0,Friday
04e98184146d8c31,2013-06-02,14.0,1.0,,,,,,,,0.0,0.0,1,Sunday
101ed757f3ca860a,2013-03-27,6.0,1.0,1.0,12.0,,2.3727777777777774,25.0,27.74468,0.306229345210707,0.0,0.0,0,Wednesday
101ed757f3ca860a,2013-03-28,9.4,5.0,,,,5.658333333333333,66.0,34.374893939393935,0.3092868352805802,0.0,0.0,0,Thursday
101ed757f3ca860a,2013-03-29,9.333333333333334,3.0,0.8889906157015335,4369.0,21.176944444444445,3.0047222222222225,72.0,26.97313888888889,0.3056357920619249,0.0,0.0,0,Friday
101ed757f3ca860a,2013-03-30,9.8,5.0,0.8003148189790871,4447.0,9.141111111111112,3.8316666666666666,69.0,28.765985507246377,0.3064134293059534,0.0,0.0,1,Saturday
101ed757f3ca860a,2013-03-31,9.0,3.0,0.8403324584426947,2286.0,11.964444444444444,2.016388888888889,40.0,23.1859,0.3049991298583718,1.0,1.0,1,Sunday
101ed757f3ca860a,2013-04-01,6.25,4.0,0.8605555555555555,3600.0,4.555555555555555,2.3891666666666667,57.0,24.53338596491228,0.3045902491765928,0.0,0.0,0,Monday
101ed757f3ca860a,2013-04-02,8.75,4.0,0.5190839694656488,4061.0,22.651111111111113,2.2047222222222222,71.0,22.571901408450703,0.3070088083267038,0.0,0.0,0,Tuesday
